name,local_label,redis_label,local_median_ms,redis_median_ms,ratio,local_count,redis_count,validation
tree_walk,filepath.WalkDir,client.Tree,3.130,34.607,11.057,4049,4049,counts match (4049)
find_runbook_names,local basename filter,client.Find,3.745,37.160,9.923,1000,1000,counts match (1000)
read_hot_files,os.ReadFile,client.Cat,1.385,166.110,119.935,792005,792005,counts match (792005)
head_hot_files,local head(40),client.Head(40),1.885,168.319,89.294,75690,75690,counts match (75690)
line_window_hot_files,local lines(15..35),client.Lines(15..35),1.891,159.432,84.311,49587,49587,counts match (49587)
